Date,Team,Passing Cmp%
2018-05-06,Liverpool,85.9
2018-05-13,Liverpool,87.9
2018-08-12,Liverpool,87.7
2018-08-20,Liverpool,86.7
2018-08-25,Liverpool,85.4
2018-09-01,Liverpool,78.5
2018-09-15,Liverpool,73.6
2018-09-22,Liverpool,85.1
2018-09-29,Liverpool,82.3
2018-10-07,Liverpool,80.7
2018-10-20,Liverpool,79.5
2018-10-27,Liverpool,86.8
2018-11-03,Liverpool,74.8
2018-11-11,Liverpool,85.4
2018-11-24,Liverpool,81.2
2018-12-02,Liverpool,77.8
2018-12-05,Liverpool,83.6
2018-12-08,Liverpool,82.6
2018-12-16,Liverpool,78.3
2018-12-21,Liverpool,83.8
2018-12-26,Liverpool,85.1
2018-12-29,Liverpool,82.2
2019-01-03,Liverpool,78.6
2019-01-12,Liverpool,84.4
2019-01-19,Liverpool,84.9
2019-01-30,Liverpool,85.0
2019-02-04,Liverpool,83.4
2019-02-09,Liverpool,87.0
2019-02-24,Liverpool,81.8
2019-02-27,Liverpool,83.6
2019-03-03,Liverpool,73.6
2019-03-10,Liverpool,80.2
2019-03-17,Liverpool,81.6
2019-03-31,Liverpool,78.2
2019-04-05,Liverpool,80.4
2019-04-14,Liverpool,83.8
2019-04-21,Liverpool,84.7
2019-04-26,Liverpool,86.4
2019-05-04,Liverpool,82.9
2019-05-12,Liverpool,82.3
2019-08-09,Liverpool,77.7
2019-08-17,Liverpool,76.3
2019-08-24,Liverpool,83.1
2019-08-31,Liverpool,76.0
2019-09-14,Liverpool,87.9
2019-09-22,Liverpool,72.9
2019-09-28,Liverpool,84.0
2019-10-05,Liverpool,76.4
2019-10-20,Liverpool,82.0
2019-10-27,Liverpool,81.4
2019-11-02,Liverpool,81.0
2019-11-10,Liverpool,76.2
2019-11-23,Liverpool,79.3
2019-11-30,Liverpool,79.4
2019-12-04,Liverpool,79.0
2019-12-07,Liverpool,87.0
2019-12-14,Liverpool,80.1
2019-12-26,Liverpool,82.4
2019-12-29,Liverpool,84.2
2020-01-02,Liverpool,88.5
2020-01-11,Liverpool,85.3
2020-01-19,Liverpool,76.1
2020-01-23,Liverpool,83.1
2020-01-29,Liverpool,87.3
2020-02-01,Liverpool,74.5
2020-02-15,Liverpool,81.2
2020-02-24,Liverpool,81.6
2020-02-29,Liverpool,82.0
2020-03-07,Liverpool,82.8
2020-06-21,Liverpool,83.0
2020-09-12,Liverpool,73.6
2020-09-20,Liverpool,87.1
2020-09-28,Liverpool,86.5
2020-10-04,Liverpool,83.5
2020-10-17,Liverpool,81.2
2020-10-24,Liverpool,84.4
2020-10-31,Liverpool,87.2
2020-11-08,Liverpool,79.6
2020-11-22,Liverpool,83.3
2020-11-28,Liverpool,80.4
2020-12-06,Liverpool,87.6
2020-12-13,Liverpool,83.9
2020-12-16,Liverpool,85.9
2020-12-19,Liverpool,86.7
2020-12-27,Liverpool,86.2
2020-12-30,Liverpool,83.0
2021-01-04,Liverpool,78.3
2021-01-17,Liverpool,84.3
2021-01-21,Liverpool,81.9
2021-01-28,Liverpool,84.5
2021-01-31,Liverpool,88.1
2021-02-03,Liverpool,83.2
2021-02-07,Liverpool,86.1
2021-02-13,Liverpool,78.9
2021-02-20,Liverpool,85.2
2021-02-28,Liverpool,82.9
2021-03-04,Liverpool,85.6
2021-03-07,Liverpool,81.0
2021-03-15,Liverpool,75.3
2021-04-03,Liverpool,85.0
2021-04-10,Liverpool,80.3
2021-04-19,Liverpool,75.4
2021-04-24,Liverpool,89.4
2021-05-08,Liverpool,84.4
2021-05-13,Liverpool,78.1
2021-05-16,Liverpool,84.8
2021-05-19,Liverpool,83.0
2021-05-23,Liverpool,83.2
2021-08-14,Liverpool,82.0
2021-08-21,Liverpool,80.5
2021-08-28,Liverpool,83.2
2021-09-12,Liverpool,83.1
2021-09-18,Liverpool,80.7
2021-09-25,Liverpool,80.7
2021-10-03,Liverpool,82.5
2021-10-16,Liverpool,85.5
2021-10-24,Liverpool,88.3
2021-10-30,Liverpool,84.3
2021-11-07,Liverpool,84.4
2021-11-20,Liverpool,86.7
2021-11-27,Liverpool,79.7
2021-12-01,Liverpool,79.7
2021-12-04,Liverpool,82.7
2021-12-11,Liverpool,80.1
2021-12-16,Liverpool,83.4
2021-12-19,Liverpool,79.2
2021-12-28,Liverpool,78.2
2022-01-02,Liverpool,75.5
2022-01-16,Liverpool,79.9
2022-01-23,Liverpool,78.7
2022-02-10,Liverpool,82.2
2022-02-13,Liverpool,80.6
2022-02-19,Liverpool,85.6
2022-02-23,Liverpool,85.9
2022-03-05,Liverpool,85.2
2022-03-12,Liverpool,77.0
2022-03-16,Liverpool,79.9
2022-04-02,Liverpool,83.7
2022-04-10,Liverpool,80.3
2022-04-19,Liverpool,89.9
2022-04-24,Liverpool,86.0
2022-04-30,Liverpool,81.8
2022-05-07,Liverpool,81.7
2022-05-10,Liverpool,81.4
2022-05-17,Liverpool,86.3
2022-05-22,Liverpool,86.6
2017-08-13,Manchester United,82.2
2017-08-19,Manchester United,85.1
2017-08-26,Manchester United,83.4
2017-09-09,Manchester United,83.6
2017-09-17,Manchester United,80.2
2017-09-23,Manchester United,76.6
2017-09-30,Manchester United,82.7
2017-10-14,Manchester United,72.8
2017-10-21,Manchester United,84.2
2017-10-28,Manchester United,67.8
2017-11-05,Manchester United,74.4
2017-11-18,Manchester United,84.0
2017-11-25,Manchester United,81.4
2017-11-28,Manchester United,73.1
2017-12-02,Manchester United,66.7
2017-12-10,Manchester United,68.9
2017-12-13,Manchester United,82.4
2017-12-17,Manchester United,81.7
2017-12-23,Manchester United,79.1
2017-12-26,Manchester United,80.3
2017-12-30,Manchester United,81.4
2018-01-01,Manchester United,83.3
2018-01-15,Manchester United,87.6
2018-01-20,Manchester United,77.0
2018-01-31,Manchester United,77.3
2018-02-03,Manchester United,87.5
2018-02-11,Manchester United,78.4
2018-02-25,Manchester United,79.4
2018-03-05,Manchester United,82.3
2018-03-10,Manchester United,67.5
2018-03-31,Manchester United,88.3
2018-04-07,Manchester United,74.6
2018-04-15,Manchester United,86.0
2018-04-18,Manchester United,82.1
2018-04-29,Manchester United,85.8
2018-05-04,Manchester United,86.8
2018-05-10,Manchester United,85.0
2018-05-13,Manchester United,78.5
2018-08-10,Manchester United,80.1
2018-08-19,Manchester United,82.9
2018-08-27,Manchester United,75.2
2018-09-02,Manchester United,83.6
2018-09-15,Manchester United,78.3
2018-09-22,Manchester United,83.4
2018-09-29,Manchester United,81.3
2018-10-06,Manchester United,80.4
2018-10-20,Manchester United,74.7
2018-10-28,Manchester United,77.5
2018-11-03,Manchester United,76.5
2018-11-11,Manchester United,81.9
2018-11-24,Manchester United,79.2
2018-12-01,Manchester United,81.0
2018-12-05,Manchester United,78.7
2018-12-08,Manchester United,83.4
2018-12-16,Manchester United,65.1
2018-12-22,Manchester United,85.4
2018-12-26,Manchester United,82.2
2018-12-30,Manchester United,89.2
2019-01-02,Manchester United,86.3
2019-01-13,Manchester United,73.7
2019-01-19,Manchester United,82.9
2019-01-29,Manchester United,84.2
2019-02-03,Manchester United,80.3
2019-02-09,Manchester United,76.0
2019-02-24,Manchester United,72.5
2019-02-27,Manchester United,79.8
2019-03-02,Manchester United,78.4
2019-03-10,Manchester United,79.9
2019-03-30,Manchester United,77.7
2019-04-02,Manchester United,79.6
2019-04-13,Manchester United,74.5
2019-04-21,Manchester United,76.6
2019-04-24,Manchester United,77.6
2019-04-28,Manchester United,81.7
2019-05-05,Manchester United,83.8
2019-05-12,Manchester United,83.1
2019-08-11,Manchester United,79.4
2019-08-19,Manchester United,85.2
2019-08-24,Manchester United,83.5
2019-08-31,Manchester United,77.4
2019-09-14,Manchester United,75.0
2019-09-22,Manchester United,80.8
2019-09-30,Manchester United,77.8
2019-10-06,Manchester United,84.1
2019-10-20,Manchester United,64.5
2019-10-27,Manchester United,82.0
2019-11-02,Manchester United,75.4
2019-11-10,Manchester United,77.4
2019-11-24,Manchester United,80.4
2019-12-01,Manchester United,82.5
2019-12-04,Manchester United,74.5
2019-12-07,Manchester United,72.3
2019-12-15,Manchester United,82.4
2019-12-22,Manchester United,82.6
2019-12-26,Manchester United,88.7
2019-12-28,Manchester United,79.9
2020-01-01,Manchester United,83.6
2020-01-11,Manchester United,84.2
2020-01-19,Manchester United,75.9
2020-01-22,Manchester United,83.3
2020-02-01,Manchester United,86.4
2020-02-17,Manchester United,78.1
2020-02-23,Manchester United,79.7
2020-03-01,Manchester United,74.6
2020-03-08,Manchester United,72.2
2020-06-19,Manchester United,81.1
2020-06-24,Manchester United,89.5
2020-06-30,Manchester United,86.8
2020-07-04,Manchester United,86.5
2020-07-09,Manchester United,87.1
2020-07-13,Manchester United,78.2
2020-07-16,Manchester United,86.2
2020-07-22,Manchester United,85.4
2020-07-26,Manchester United,81.7
2020-09-19,Manchester United,83.6
2020-09-26,Manchester United,82.1
2020-10-04,Manchester United,82.4
2020-10-17,Manchester United,84.0
2020-10-24,Manchester United,81.1
2020-11-01,Manchester United,83.3
2020-11-07,Manchester United,81.2
2020-11-21,Manchester United,83.0
2020-11-29,Manchester United,79.2
2020-12-05,Manchester United,85.3
2020-12-12,Manchester United,84.4
2020-12-17,Manchester United,82.7
2020-12-20,Manchester United,75.6
2020-12-26,Manchester United,78.4
2020-12-29,Manchester United,85.4
2021-01-01,Manchester United,79.8
2021-01-12,Manchester United,81.7
2021-01-17,Manchester United,71.8
2021-01-20,Manchester United,83.3
2021-01-27,Manchester United,87.0
2021-01-30,Manchester United,83.9
2021-02-02,Manchester United,85.7
2021-02-06,Manchester United,87.7
2021-02-14,Manchester United,83.9
2021-02-21,Manchester United,85.5
2021-02-28,Manchester United,80.5
2021-03-03,Manchester United,84.5
2021-03-07,Manchester United,78.2
2021-03-14,Manchester United,88.5
2021-04-04,Manchester United,82.7
2021-04-11,Manchester United,81.7
2021-04-18,Manchester United,86.6
2021-04-25,Manchester United,83.9
2021-05-09,Manchester United,83.9
2021-05-11,Manchester United,81.6
2021-05-13,Manchester United,77.7
2021-05-18,Manchester United,83.0
2021-05-23,Manchester United,86.0
2021-08-14,Manchester United,78.1
2021-08-22,Manchester United,78.6
2021-08-29,Manchester United,84.1
2021-09-11,Manchester United,87.8
2021-09-19,Manchester United,86.8
2021-09-25,Manchester United,75.1
2021-10-02,Manchester United,84.8
2021-10-16,Manchester United,84.1
2021-10-24,Manchester United,78.1
2021-10-30,Manchester United,80.0
2021-11-06,Manchester United,79.7
2021-11-20,Manchester United,78.8
2021-11-28,Manchester United,72.5
2021-12-02,Manchester United,80.0
2021-12-05,Manchester United,80.7
2021-12-11,Manchester United,80.3
2021-12-27,Manchester United,78.9
2021-12-30,Manchester United,75.5
2022-01-03,Manchester United,78.3
2022-01-15,Manchester United,81.1
2022-01-19,Manchester United,76.4
2022-01-22,Manchester United,80.2
2022-02-08,Manchester United,78.9
2022-02-12,Manchester United,79.5
2022-02-15,Manchester United,79.1
2022-02-20,Manchester United,72.4
2022-02-26,Manchester United,83.1
2022-03-06,Manchester United,81.0
2022-03-12,Manchester United,84.2
2022-04-02,Manchester United,84.2
2022-04-09,Manchester United,79.9
2022-04-16,Manchester United,87.5
2022-04-19,Manchester United,73.4
2022-04-23,Manchester United,79.4
2022-04-28,Manchester United,76.5
2022-05-02,Manchester United,90.0
2022-05-07,Manchester United,81.8
2022-05-22,Manchester United,80.1
2017-08-12,Chelsea,82.4
2017-08-20,Chelsea,68.7
2017-08-27,Chelsea,83.2
2017-09-09,Chelsea,81.1
2017-09-17,Chelsea,76.6
2017-09-23,Chelsea,84.3
2017-09-30,Chelsea,76.7
2017-10-14,Chelsea,79.7
2017-10-21,Chelsea,78.6
2017-10-28,Chelsea,85.0
2017-11-05,Chelsea,76.0
2017-11-18,Chelsea,84.9
2017-11-25,Chelsea,80.0
2017-11-29,Chelsea,81.3
2017-12-02,Chelsea,84.6
2017-12-09,Chelsea,84.0
2017-12-12,Chelsea,89.2
2017-12-16,Chelsea,83.9
2017-12-23,Chelsea,80.4
2017-12-26,Chelsea,86.5
2017-12-30,Chelsea,88.5
2018-01-03,Chelsea,79.6
2018-01-13,Chelsea,80.5
2018-01-20,Chelsea,84.9
2018-01-31,Chelsea,82.0
2018-02-05,Chelsea,81.6
2018-02-12,Chelsea,82.3
2018-02-25,Chelsea,83.5
2018-03-04,Chelsea,75.8
2018-03-10,Chelsea,84.5
2018-04-01,Chelsea,75.4
2018-04-08,Chelsea,83.4
2018-04-14,Chelsea,78.4
2018-04-19,Chelsea,83.3
2018-04-28,Chelsea,85.6
2018-05-06,Chelsea,71.2
2018-05-09,Chelsea,83.9
2018-05-13,Chelsea,84.5
2018-08-11,Chelsea,87.7
2018-08-18,Chelsea,87.3
2018-08-26,Chelsea,89.8
2018-09-01,Chelsea,85.1
2018-09-15,Chelsea,86.5
2018-09-23,Chelsea,85.4
2018-09-29,Chelsea,82.1
2018-10-07,Chelsea,86.0
2018-10-20,Chelsea,87.1
2018-10-28,Chelsea,89.9
2018-11-04,Chelsea,89.1
2018-11-11,Chelsea,87.6
2018-11-24,Chelsea,82.7
2018-12-02,Chelsea,87.7
2018-12-05,Chelsea,86.6
2018-12-08,Chelsea,81.9
2018-12-16,Chelsea,86.3
2018-12-22,Chelsea,84.0
2018-12-26,Chelsea,87.2
2018-12-30,Chelsea,86.8
2019-01-02,Chelsea,82.9
2019-01-12,Chelsea,83.3
2019-01-19,Chelsea,85.1
2019-01-30,Chelsea,85.9
2019-02-02,Chelsea,87.1
2019-02-10,Chelsea,87.2
2019-02-27,Chelsea,80.4
2019-03-03,Chelsea,89.4
2019-03-10,Chelsea,87.4
2019-03-17,Chelsea,82.9
2019-03-31,Chelsea,82.3
2019-04-03,Chelsea,89.6
2019-04-08,Chelsea,83.0
2019-04-14,Chelsea,78.7
2019-04-22,Chelsea,83.6
2019-04-28,Chelsea,82.6
2019-05-05,Chelsea,82.3
2019-05-12,Chelsea,85.0
2019-08-11,Chelsea,82.7
2019-08-18,Chelsea,76.5
2019-08-24,Chelsea,82.3
2019-08-31,Chelsea,85.9
2019-09-14,Chelsea,83.9
2019-09-22,Chelsea,77.5
2019-09-28,Chelsea,84.6
2019-10-06,Chelsea,74.7
2019-10-19,Chelsea,84.2
2019-10-26,Chelsea,83.9
2019-11-02,Chelsea,88.6
2019-11-09,Chelsea,84.8
2019-11-23,Chelsea,87.6
2019-11-30,Chelsea,84.0
2019-12-04,Chelsea,84.9
2019-12-07,Chelsea,83.4
2019-12-14,Chelsea,78.8
2019-12-22,Chelsea,79.7
2019-12-26,Chelsea,78.0
2019-12-29,Chelsea,81.5
2020-01-01,Chelsea,79.2
2020-01-11,Chelsea,80.9
2020-01-18,Chelsea,82.3
2020-01-21,Chelsea,84.3
2020-02-01,Chelsea,77.1
2020-02-17,Chelsea,84.4
2020-02-22,Chelsea,81.7
2020-02-29,Chelsea,84.6
2020-03-08,Chelsea,87.3
2020-06-21,Chelsea,82.8
2020-06-25,Chelsea,80.8
2020-07-01,Chelsea,86.1
2020-07-04,Chelsea,88.9
2020-07-07,Chelsea,81.9
2020-07-11,Chelsea,85.9
2020-07-14,Chelsea,87.8
2020-07-22,Chelsea,81.4
2020-07-26,Chelsea,81.9
2020-09-14,Chelsea,82.0
2020-09-20,Chelsea,84.4
2020-09-26,Chelsea,86.4
2020-10-03,Chelsea,88.1
2020-10-17,Chelsea,81.1
2020-10-24,Chelsea,81.1
2020-10-31,Chelsea,86.1
2020-11-07,Chelsea,87.0
2020-11-21,Chelsea,88.7
2020-11-29,Chelsea,86.7
2020-12-05,Chelsea,77.6
2020-12-12,Chelsea,81.6
2020-12-15,Chelsea,82.4
2020-12-21,Chelsea,81.3
2020-12-26,Chelsea,81.3
2020-12-28,Chelsea,79.9
2021-01-03,Chelsea,88.2
2021-01-16,Chelsea,85.5
2021-01-19,Chelsea,86.8
2021-01-27,Chelsea,89.7
2021-01-31,Chelsea,85.5
2021-02-04,Chelsea,86.7
2021-02-07,Chelsea,85.6
2021-02-15,Chelsea,85.8
2021-02-20,Chelsea,84.0
2021-02-28,Chelsea,87.0
2021-03-04,Chelsea,83.6
2021-03-08,Chelsea,88.4
2021-03-13,Chelsea,82.5
2021-04-03,Chelsea,83.7
2021-04-10,Chelsea,87.7
2021-04-20,Chelsea,87.5
2021-04-24,Chelsea,82.4
2021-05-01,Chelsea,83.8
2021-05-08,Chelsea,88.0
2021-05-12,Chelsea,87.2
2021-05-18,Chelsea,83.4
2021-05-23,Chelsea,84.4
2021-08-14,Chelsea,89.8
2021-08-22,Chelsea,87.7
2021-08-28,Chelsea,71.5
2021-09-11,Chelsea,81.1
2021-09-19,Chelsea,84.5
2021-09-25,Chelsea,79.9
2021-10-02,Chelsea,84.1
2021-10-16,Chelsea,81.8
2021-10-23,Chelsea,89.0
2021-10-30,Chelsea,87.9
2021-11-06,Chelsea,85.3
2021-11-20,Chelsea,83.9
2021-11-28,Chelsea,83.0
2021-12-01,Chelsea,70.7
2021-12-04,Chelsea,83.0
2021-12-11,Chelsea,82.8
2021-12-16,Chelsea,88.9
2021-12-19,Chelsea,84.7
2021-12-26,Chelsea,86.2
2021-12-29,Chelsea,77.7
2022-01-02,Chelsea,79.6
2022-01-15,Chelsea,82.8
2022-01-18,Chelsea,84.1
2022-01-23,Chelsea,84.7
2022-02-19,Chelsea,81.2
2022-03-05,Chelsea,88.7
2022-03-10,Chelsea,90.6
2022-03-13,Chelsea,83.9
2022-04-02,Chelsea,87.2
2022-04-09,Chelsea,88.1
2022-04-20,Chelsea,84.3
2022-04-24,Chelsea,86.5
2022-04-28,Chelsea,85.9
2022-05-01,Chelsea,86.5
2022-05-07,Chelsea,83.6
2022-05-11,Chelsea,89.3
2022-05-19,Chelsea,90.3
2022-05-22,Chelsea,89.4
2017-08-12,Manchester City,87.6
2017-08-21,Manchester City,79.9
2017-08-26,Manchester City,84.3
2017-09-09,Manchester City,88.2
2017-09-16,Manchester City,88.0
2017-09-23,Manchester City,89.1
2017-09-30,Manchester City,86.9
2017-10-14,Manchester City,90.2
2017-10-21,Manchester City,88.8
2017-10-28,Manchester City,89.8
2017-11-05,Manchester City,85.6
2017-11-18,Manchester City,88.3
2017-11-26,Manchester City,86.0
2017-11-29,Manchester City,84.3
2017-12-03,Manchester City,85.9
2017-12-10,Manchester City,81.8
2017-12-13,Manchester City,90.5
2017-12-16,Manchester City,79.4
2017-12-23,Manchester City,89.8
2017-12-27,Manchester City,88.0
2017-12-31,Manchester City,85.6
2018-01-02,Manchester City,90.1
2018-01-14,Manchester City,84.3
2018-01-20,Manchester City,87.5
2018-01-31,Manchester City,85.7
2018-02-03,Manchester City,85.3
2018-02-10,Manchester City,85.6
2018-03-01,Manchester City,85.0
2018-03-04,Manchester City,91.1
2018-03-12,Manchester City,88.5
2018-03-31,Manchester City,91.5
2018-04-07,Manchester City,85.5
2018-04-14,Manchester City,82.1
2018-04-22,Manchester City,91.1
2018-04-29,Manchester City,91.2
2018-05-06,Manchester City,84.8
2018-05-09,Manchester City,90.8
2018-05-13,Manchester City,83.2
2018-08-12,Manchester City,81.9
2018-08-19,Manchester City,90.8
2018-08-25,Manchester City,86.1
2018-09-01,Manchester City,88.3
2018-09-15,Manchester City,89.0
2018-09-22,Manchester City,89.2
2018-09-29,Manchester City,90.9
2018-10-07,Manchester City,80.7
2018-10-20,Manchester City,86.7
2018-10-29,Manchester City,81.5
2018-11-04,Manchester City,90.3
2018-11-11,Manchester City,89.1
2018-11-24,Manchester City,88.5
2018-12-01,Manchester City,89.3
2018-12-04,Manchester City,85.7
2018-12-08,Manchester City,85.7
2018-12-15,Manchester City,85.4
2018-12-22,Manchester City,85.3
2018-12-26,Manchester City,82.4
2018-12-30,Manchester City,87.6
2019-01-03,Manchester City,79.9
2019-01-14,Manchester City,89.4
2019-01-20,Manchester City,86.8
2019-01-29,Manchester City,86.5
2019-02-03,Manchester City,85.2
2019-02-06,Manchester City,83.5
2019-02-10,Manchester City,92.3
2019-02-27,Manchester City,84.6
2019-03-02,Manchester City,88.2
2019-03-09,Manchester City,88.7
2019-03-30,Manchester City,88.2
2019-04-03,Manchester City,89.0
2019-04-14,Manchester City,87.1
2019-04-20,Manchester City,85.2
2019-04-24,Manchester City,86.1
2019-04-28,Manchester City,83.6
2019-05-06,Manchester City,83.9
2019-05-12,Manchester City,90.5
2019-08-10,Manchester City,85.5
2019-08-17,Manchester City,86.8
2019-08-25,Manchester City,88.2
2019-08-31,Manchester City,87.8
2019-09-14,Manchester City,84.4
2019-09-21,Manchester City,88.6
2019-09-28,Manchester City,89.4
2019-10-06,Manchester City,85.9
2019-10-19,Manchester City,85.1
2019-10-26,Manchester City,86.3
2019-11-02,Manchester City,82.2
2019-11-10,Manchester City,79.2
2019-11-23,Manchester City,83.4
2019-11-30,Manchester City,85.5
2019-12-03,Manchester City,86.3
2019-12-07,Manchester City,84.9
2019-12-15,Manchester City,89.4
2019-12-21,Manchester City,88.6
2019-12-27,Manchester City,78.8
2019-12-29,Manchester City,89.5
2020-01-01,Manchester City,89.1
2020-01-12,Manchester City,91.2
2020-01-18,Manchester City,85.3
2020-01-21,Manchester City,84.5
2020-02-02,Manchester City,85.8
2020-02-19,Manchester City,88.7
2020-02-22,Manchester City,87.2
2020-03-08,Manchester City,85.8
2020-06-17,Manchester City,91.7
2020-06-22,Manchester City,90.9
2020-06-25,Manchester City,89.3
2020-07-02,Manchester City,82.9
2020-07-05,Manchester City,85.8
2020-07-08,Manchester City,91.6
2020-07-11,Manchester City,89.1
2020-07-15,Manchester City,87.0
2020-07-21,Manchester City,87.5
2020-07-26,Manchester City,89.7
2020-09-21,Manchester City,86.0
2020-09-27,Manchester City,87.5
2020-10-03,Manchester City,79.1
2020-10-17,Manchester City,87.7
2020-10-24,Manchester City,87.6
2020-10-31,Manchester City,86.7
2020-11-08,Manchester City,84.1
2020-11-21,Manchester City,85.6
2020-11-28,Manchester City,88.0
2020-12-05,Manchester City,88.8
2020-12-12,Manchester City,85.0
2020-12-15,Manchester City,87.7
2020-12-19,Manchester City,84.1
2020-12-26,Manchester City,89.6
2021-01-03,Manchester City,87.3
2021-01-13,Manchester City,88.0
2021-01-17,Manchester City,88.2
2021-01-20,Manchester City,84.8
2021-01-26,Manchester City,89.9
2021-01-30,Manchester City,89.2
2021-02-03,Manchester City,90.8
2021-02-07,Manchester City,84.7
2021-02-13,Manchester City,90.0
2021-02-17,Manchester City,87.9
2021-02-21,Manchester City,87.7
2021-02-27,Manchester City,87.5
2021-03-02,Manchester City,89.5
2021-03-07,Manchester City,88.2
2021-03-10,Manchester City,90.1
2021-03-13,Manchester City,83.8
2021-04-03,Manchester City,86.0
2021-04-10,Manchester City,85.9
2021-04-21,Manchester City,90.1
2021-05-01,Manchester City,86.1
2021-05-08,Manchester City,89.1
2021-05-14,Manchester City,92.3
2021-05-18,Manchester City,82.5
2021-05-23,Manchester City,90.6
2021-08-15,Manchester City,81.9
2021-08-21,Manchester City,90.8
2021-08-28,Manchester City,88.7
2021-09-11,Manchester City,86.6
2021-09-18,Manchester City,85.1
2021-09-25,Manchester City,84.8
2021-10-03,Manchester City,81.9
2021-10-16,Manchester City,87.5
2021-10-23,Manchester City,86.3
2021-10-30,Manchester City,83.1
2021-11-06,Manchester City,89.9
2021-11-21,Manchester City,91.6
2021-11-28,Manchester City,88.3
2021-12-01,Manchester City,87.6
2021-12-04,Manchester City,90.2
2021-12-11,Manchester City,88.4
2021-12-14,Manchester City,90.2
2021-12-19,Manchester City,90.3
2021-12-26,Manchester City,92.0
2021-12-29,Manchester City,86.3
2022-01-01,Manchester City,87.8
2022-01-15,Manchester City,84.3
2022-01-22,Manchester City,86.4
2022-02-09,Manchester City,85.9
2022-02-12,Manchester City,87.9
2022-02-19,Manchester City,87.6
2022-02-26,Manchester City,85.9
2022-03-06,Manchester City,91.5
2022-03-14,Manchester City,85.5
2022-04-02,Manchester City,87.5
2022-04-10,Manchester City,83.4
2022-04-20,Manchester City,86.4
2022-04-23,Manchester City,86.9
2022-04-30,Manchester City,86.7
2022-05-08,Manchester City,88.9
2022-05-11,Manchester City,90.2
2022-05-15,Manchester City,87.5
2022-05-22,Manchester City,84.8
2017-08-12,Everton,78.0
2017-08-21,Everton,64.7
2017-08-27,Everton,78.8
2017-09-09,Everton,77.3
2017-09-17,Everton,80.3
2017-09-23,Everton,76.0
2017-10-01,Everton,76.0
2017-10-15,Everton,76.9
2017-10-22,Everton,68.3
2017-10-29,Everton,76.4
2017-11-05,Everton,64.8
2017-11-18,Everton,62.4
2017-11-26,Everton,70.0
2017-11-29,Everton,76.7
2017-12-02,Everton,70.1
2017-12-10,Everton,50.2
2017-12-13,Everton,72.0
2017-12-18,Everton,76.8
2017-12-23,Everton,69.9
2017-12-26,Everton,67.5
2017-12-30,Everton,72.3
2018-01-01,Everton,74.3
2018-01-13,Everton,70.4
2018-01-20,Everton,71.3
2018-01-31,Everton,65.5
2018-02-03,Everton,77.2
2018-02-10,Everton,73.5
2018-02-24,Everton,66.4
2018-03-03,Everton,64.8
2018-03-10,Everton,74.5
2018-03-17,Everton,76.5
2018-03-31,Everton,64.5
2018-04-07,Everton,67.5
2018-04-14,Everton,74.9
2018-04-23,Everton,73.9
2018-04-28,Everton,68.9
2018-05-05,Everton,76.2
2018-05-13,Everton,76.1
2018-08-11,Everton,72.8
2018-08-18,Everton,72.3
2018-08-25,Everton,77.0
2018-09-01,Everton,80.1
2018-09-16,Everton,75.8
2018-09-23,Everton,72.1
2018-09-29,Everton,77.0
2018-10-06,Everton,71.3
2018-10-21,Everton,80.4
2018-10-28,Everton,78.2
2018-11-03,Everton,78.2
2018-11-11,Everton,73.6
2018-11-24,Everton,78.3
2018-12-02,Everton,71.7
2018-12-05,Everton,79.9
2018-12-10,Everton,75.3
2018-12-15,Everton,75.7
2018-12-23,Everton,73.7
2018-12-26,Everton,70.5
2018-12-29,Everton,73.2
2019-01-01,Everton,71.8
2019-01-13,Everton,73.1
2019-01-19,Everton,71.9
2019-01-29,Everton,71.4
2019-02-02,Everton,78.7
2019-02-06,Everton,72.8
2019-02-09,Everton,71.9
2019-02-26,Everton,76.8
2019-03-03,Everton,62.9
2019-03-09,Everton,73.1
2019-03-17,Everton,72.0
2019-03-30,Everton,76.4
2019-04-07,Everton,75.5
2019-04-13,Everton,74.4
2019-04-21,Everton,75.7
2019-04-27,Everton,76.4
2019-05-03,Everton,80.8
2019-05-12,Everton,79.9
2019-08-10,Everton,78.5
2019-08-17,Everton,66.4
2019-08-23,Everton,78.4
2019-09-01,Everton,78.3
2019-09-15,Everton,74.5
2019-09-21,Everton,79.1
2019-09-28,Everton,79.0
2019-10-05,Everton,74.1
2019-10-19,Everton,70.8
2019-10-26,Everton,78.3
2019-11-03,Everton,72.9
2019-11-09,Everton,69.7
2019-11-23,Everton,73.2
2019-12-01,Everton,65.2
2019-12-04,Everton,68.6
2019-12-07,Everton,60.6
2019-12-15,Everton,64.3
2019-12-21,Everton,75.3
2019-12-26,Everton,79.0
2019-12-28,Everton,76.7
2020-01-01,Everton,76.9
2020-01-11,Everton,76.2
2020-01-18,Everton,76.5
2020-01-21,Everton,81.5
2020-02-01,Everton,72.4
2020-02-08,Everton,71.5
2020-02-23,Everton,82.6
2020-03-01,Everton,70.1
2020-03-08,Everton,77.6
2020-06-21,Everton,67.1
2020-06-24,Everton,78.7
2020-07-01,Everton,73.7
2020-07-06,Everton,78.3
2020-07-09,Everton,71.8
2020-07-12,Everton,80.8
2020-07-16,Everton,81.9
2020-07-20,Everton,77.7
2020-07-26,Everton,85.2
2020-09-13,Everton,83.3
2020-09-19,Everton,87.9
2020-09-26,Everton,81.1
2020-10-03,Everton,84.1
2020-10-17,Everton,73.7
2020-10-25,Everton,82.5
